V1,V2
1,1
0.995633187772926,0.991266375545852
0.991266375545852,0.991266375545852
0.986899563318777,0.991266375545852
0.982532751091703,0.991266375545852
0.978165938864629,0.991266375545852
0.973799126637555,0.991266375545852
0.96943231441048,0.991266375545852
0.965065502183406,0.991266375545852
0.960698689956332,0.991266375545852
0.960698689956332,0.986899563318777
0.956331877729258,0.986899563318777
0.951965065502183,0.986899563318777
0.947598253275109,0.986899563318777
0.947598253275109,0.982532751091703
0.943231441048035,0.982532751091703
0.938864628820961,0.982532751091703
0.934497816593886,0.982532751091703
0.930131004366812,0.982532751091703
0.925764192139738,0.982532751091703
0.921397379912664,0.982532751091703
0.91703056768559,0.982532751091703
0.91703056768559,0.978165938864629
0.912663755458515,0.978165938864629
0.908296943231441,0.978165938864629
0.903930131004367,0.978165938864629
0.899563318777293,0.978165938864629
0.895196506550218,0.978165938864629
0.890829694323144,0.978165938864629
0.88646288209607,0.978165938864629
0.882096069868996,0.978165938864629
0.877729257641921,0.978165938864629
0.873362445414847,0.978165938864629
0.868995633187773,0.978165938864629
0.864628820960699,0.978165938864629
0.860262008733624,0.978165938864629
0.85589519650655,0.978165938864629
0.851528384279476,0.978165938864629
0.847161572052402,0.978165938864629
0.842794759825327,0.978165938864629
0.838427947598253,0.978165938864629
0.834061135371179,0.978165938864629
0.829694323144105,0.978165938864629
0.829694323144105,0.973799126637555
0.825327510917031,0.973799126637555
0.820960698689956,0.973799126637555
0.816593886462882,0.973799126637555
0.812227074235808,0.973799126637555
0.807860262008734,0.973799126637555
0.803493449781659,0.973799126637555
0.799126637554585,0.973799126637555
0.794759825327511,0.973799126637555
0.790393013100437,0.973799126637555
0.786026200873363,0.973799126637555
0.781659388646288,0.973799126637555
0.781659388646288,0.96943231441048
0.777292576419214,0.96943231441048
0.77292576419214,0.96943231441048
0.768558951965066,0.96943231441048
0.764192139737991,0.96943231441048
0.759825327510917,0.96943231441048
0.755458515283843,0.96943231441048
0.755458515283843,0.965065502183406
0.751091703056769,0.965065502183406
0.746724890829694,0.965065502183406
0.74235807860262,0.965065502183406
0.737991266375546,0.965065502183406
0.737991266375546,0.960698689956332
0.733624454148472,0.960698689956332
0.729257641921397,0.960698689956332
0.724890829694323,0.960698689956332
0.720524017467249,0.960698689956332
0.716157205240175,0.960698689956332
0.7117903930131,0.960698689956332
0.707423580786026,0.960698689956332
0.703056768558952,0.960698689956332
0.703056768558952,0.956331877729258
0.698689956331878,0.956331877729258
0.698689956331878,0.951965065502183
0.694323144104803,0.951965065502183
0.689956331877729,0.951965065502183
0.685589519650655,0.951965065502183
0.681222707423581,0.951965065502183
0.681222707423581,0.947598253275109
0.676855895196507,0.947598253275109
0.676855895196507,0.943231441048035
0.672489082969432,0.943231441048035
0.668122270742358,0.943231441048035
0.663755458515284,0.943231441048035
0.663755458515284,0.938864628820961
0.663755458515284,0.934497816593886
0.65938864628821,0.934497816593886
0.655021834061135,0.934497816593886
0.650655021834061,0.934497816593886
0.646288209606987,0.934497816593886
0.641921397379913,0.934497816593886
0.637554585152838,0.934497816593886
0.637554585152838,0.930131004366812
0.633187772925764,0.930131004366812
0.633187772925764,0.925764192139738
0.62882096069869,0.925764192139738
0.62882096069869,0.921397379912664
0.624454148471616,0.921397379912664
0.620087336244541,0.921397379912664
0.615720524017467,0.921397379912664
0.611353711790393,0.921397379912664
0.606986899563319,0.921397379912664
0.606986899563319,0.91703056768559
0.602620087336245,0.91703056768559
0.59825327510917,0.91703056768559
0.593886462882096,0.91703056768559
0.589519650655022,0.91703056768559
0.585152838427948,0.91703056768559
0.580786026200873,0.91703056768559
0.580786026200873,0.912663755458515
0.580786026200873,0.908296943231441
0.576419213973799,0.908296943231441
0.572052401746725,0.908296943231441
0.572052401746725,0.903930131004367
0.567685589519651,0.903930131004367
0.567685589519651,0.899563318777293
0.563318777292576,0.899563318777293
0.558951965065502,0.899563318777293
0.554585152838428,0.899563318777293
0.554585152838428,0.895196506550218
0.550218340611354,0.895196506550218
0.54585152838428,0.895196506550218
0.54585152838428,0.890829694323144
0.541484716157205,0.890829694323144
0.537117903930131,0.890829694323144
0.532751091703057,0.890829694323144
0.528384279475983,0.890829694323144
0.528384279475983,0.860262008733624
0.524017467248908,0.860262008733624
0.519650655021834,0.860262008733624
0.519650655021834,0.85589519650655
0.51528384279476,0.85589519650655
0.51528384279476,0.851528384279476
0.510917030567686,0.851528384279476
0.506550218340611,0.851528384279476
0.506550218340611,0.847161572052402
0.506550218340611,0.842794759825327
0.502183406113537,0.842794759825327
0.497816593886463,0.842794759825327
0.497816593886463,0.838427947598253
0.493449781659389,0.838427947598253
0.489082969432314,0.838427947598253
0.48471615720524,0.838427947598253
0.480349344978166,0.838427947598253
0.475982532751092,0.838427947598253
0.475982532751092,0.834061135371179
0.471615720524017,0.834061135371179
0.467248908296943,0.834061135371179
0.462882096069869,0.834061135371179
0.462882096069869,0.829694323144105
0.458515283842795,0.829694323144105
0.45414847161572,0.829694323144105
0.449781659388646,0.829694323144105
0.449781659388646,0.825327510917031
0.445414847161572,0.825327510917031
0.441048034934498,0.825327510917031
0.436681222707424,0.825327510917031
0.436681222707424,0.820960698689956
0.432314410480349,0.820960698689956
0.432314410480349,0.816593886462882
0.432314410480349,0.812227074235808
0.427947598253275,0.812227074235808
0.423580786026201,0.812227074235808
0.419213973799127,0.812227074235808
0.414847161572052,0.812227074235808
0.410480349344978,0.812227074235808
0.410480349344978,0.807860262008734
0.406113537117904,0.807860262008734
0.40174672489083,0.807860262008734
0.40174672489083,0.803493449781659
0.40174672489083,0.799126637554585
0.40174672489083,0.794759825327511
0.397379912663755,0.794759825327511
0.393013100436681,0.794759825327511
0.393013100436681,0.790393013100437
0.388646288209607,0.790393013100437
0.384279475982533,0.790393013100437
0.379912663755459,0.790393013100437
0.375545851528384,0.790393013100437
0.375545851528384,0.786026200873362
0.37117903930131,0.786026200873362
0.366812227074236,0.786026200873362
0.366812227074236,0.781659388646288
0.362445414847162,0.781659388646288
0.358078602620087,0.781659388646288
0.353711790393013,0.781659388646288
0.349344978165939,0.781659388646288
0.349344978165939,0.777292576419214
0.344978165938865,0.777292576419214
0.344978165938865,0.77292576419214
0.34061135371179,0.77292576419214
0.336244541484716,0.77292576419214
0.336244541484716,0.768558951965066
0.336244541484716,0.764192139737991
0.336244541484716,0.759825327510917
0.336244541484716,0.755458515283843
0.336244541484716,0.751091703056769
0.331877729257642,0.751091703056769
0.331877729257642,0.746724890829694
0.331877729257642,0.74235807860262
0.327510917030568,0.74235807860262
0.327510917030568,0.737991266375546
0.323144104803493,0.737991266375546
0.323144104803493,0.733624454148472
0.323144104803493,0.729257641921397
0.323144104803493,0.724890829694323
0.323144104803493,0.720524017467249
0.318777292576419,0.720524017467249
0.318777292576419,0.716157205240175
0.318777292576419,0.7117903930131
0.314410480349345,0.7117903930131
0.310043668122271,0.7117903930131
0.305676855895197,0.7117903930131
0.301310043668122,0.7117903930131
0.296943231441048,0.7117903930131
0.296943231441048,0.707423580786026
0.296943231441048,0.703056768558952
0.292576419213974,0.703056768558952
0.2882096069869,0.703056768558952
0.283842794759825,0.703056768558952
0.283842794759825,0.698689956331878
0.279475982532751,0.698689956331878
0.275109170305677,0.698689956331878
0.275109170305677,0.694323144104803
0.270742358078603,0.694323144104803
0.266375545851528,0.694323144104803
0.262008733624454,0.694323144104803
0.25764192139738,0.694323144104803
0.253275109170306,0.694323144104803
0.253275109170306,0.689956331877729
0.248908296943231,0.689956331877729
0.244541484716157,0.689956331877729
0.240174672489083,0.689956331877729
0.235807860262009,0.689956331877729
0.231441048034934,0.689956331877729
0.231441048034934,0.685589519650655
0.231441048034934,0.681222707423581
